klantnr;huidig_contractduur;VERBRUIKGAS;VERBRUIKEL;VERBRUIKHOOG;VERBRUIKLAAG;nieuwsbrief;wervingskanaal;vast_variabel;grijs_groen;startlevering;eindlevering;contract_verlengd;welstand;levensfase;bouwjaar;soort_woning;inkomen;opleiding
22615;12;0;0;1585;2180;Y;Inbound;vaste prijs;grijze stroom;9-1-2003;21-4-2005;niet verlengd;Midden;Paar zonder kinderen;1970 tot 1989;Onbekend;Onbekend;Midden
22618;36;0;0;2833;3254;Y;Online;variabele prijs;groene stroom;26-12-2002;19-2-2012;niet verlengd;Laag;Paar met kinderen;Voor 1899;Onbekend;tussen modaal en 2 keer modaal keer modaal of meer;Hoog
22622;12;1177;2380;0;0;Y;Prijsvergelijker;vaste prijs;groene stroom;16-1-2003;6-8-2010;niet verlengd;Midden;Paar met kinderen;Voor 1899;Vrijstaand;tussen modaal en 2 keer modaal;Laag
22625;36;1352;0;1906;1215;Y;Online;variabele prijs;groene stroom;27-12-2002;7-7-2012;niet verlengd;Midden;Paar met kinderen;Voor 1899;Vrijstaand;Onbekend;Hoog
22630;12;1420;7018;0;0;N;Online;vaste prijs;grijze stroom;24-7-2004;17-12-2005;niet verlengd;Hoog;Paar met kinderen;1900 tot 1939;Rijtjeshuis;tussen modaal en minimum;Hoog
22643;12;0;0;2148;3505;Y;Prijsvergelijker;vaste prijs;grijze stroom;26-12-2002;8-5-2005;niet verlengd;Midden;Paar met kinderen;1940 tot 1969;Onbekend;tussen modaal en 2 keer modaal;Midden
22654;12;0;0;2343;2853;Y;Prijsvergelijker;vaste prijs;grijze stroom;26-12-2002;28-8-2004;niet verlengd;Hoog;Paar met kinderen;1970 tot 1989;Twee onder een kap;tussen modaal en 2 keer modaal;Hoog
22657;99;1155;0;5650;0;Y;Telemarketing;vaste prijs;grijze stroom;14-1-2003;1-9-2017;verlengd;Midden;Paar met kinderen;Voor 1899;Vrijstaand;Onbekend;Midden
22679;36;2141;0;2646;3008;N;Prijsvergelijker;variabele prijs;grijze stroom;26-12-2002;1-1-2012;niet verlengd;Hoog;Paar met kinderen;Voor 1899;Rijtjeshuis;modaal;Laag
22687;36;1005;0;1946;1746;Y;Telemarketing;vaste prijs;grijze stroom;27-12-2002;17-2-2011;niet verlengd;Midden;Paar met kinderen;Voor 1899;Twee onder een kap;modaal;Hoog
22694;36;1829;0;2360;2289;Y;Online;variabele prijs;groene stroom;17-4-2003;1-4-2012;niet verlengd;Laag;Paar met kinderen;1900 tot 1939;Rijtjeshuis;modaal;Midden
22722;12;0;0;1948;0;Y;Online;vaste prijs;grijze stroom;12-1-2003;2-4-2008;niet verlengd;Midden;Paar met kinderen;Voor 1899;Onbekend;tussen modaal en 2 keer modaal;Hoog
22775;12;1587;3197;1180;1501;Y;Online;vaste prijs;grijze stroom;31-3-2005;1-5-2005;niet verlengd;Laag;Alleenstaand;na 2000;Rijtjeshuis;Onbekend;Laag
22782;36;2674;0;2511;2513;Y;Prijsvergelijker;variabele prijs;grijze stroom;6-1-2003;1-1-2010;niet verlengd;Midden;Paar met kinderen;1900 tot 1939;Vrijstaand;modaal;Midden
22784;12;0;3846;0;0;Y;Inbound;vaste prijs;grijze stroom;2-1-2003;26-3-2005;niet verlengd;Midden;Paar zonder kinderen;1970 tot 1989;Rijtjeshuis;tussen modaal en 2 keer modaal;Midden
22824;36;942;2456;0;0;Y;Telemarketing;variabele prijs;grijze stroom;3-1-2003;1-1-2012;niet verlengd;Hoog;Paar met kinderen;Voor 1899;Maisonette;modaal;Midden
22832;12;0;0;2344;2879;Y;Online;vaste prijs;grijze stroom;3-1-2003;1-10-2008;niet verlengd;Midden;Paar met kinderen;Voor 1899;Vrijstaand;Onbekend;Laag
22909;12;0;0;3255;2713;Y;Online;vaste prijs;grijze stroom;29-3-2003;31-7-2008;niet verlengd;Midden;Paar met kinderen;Voor 1899;Rijtjeshuis;Onbekend;Midden
22950;12;0;4165;0;0;Y;Online;vaste prijs;grijze stroom;1-1-2003;7-6-2004;niet verlengd;Hoog;Alleenstaand;1940 tot 1969;Rijtjeshuis;Onbekend;Hoog
22977;36;2383;0;1921;1991;Y;Prijsvergelijker;variabele prijs;grijze stroom;9-1-2003;1-1-2012;niet verlengd;Laag;Paar met kinderen;Voor 1899;Vrijstaand;modaal;Laag
22985;12;0;3965;0;0;Y;Online;vaste prijs;grijze stroom;9-1-2003;7-2-2005;niet verlengd;Hoog;Alleenstaand;1940 tot 1969;Rijtjeshuis;modaal;Hoog
23003;36;651;0;1875;1529;Y;Telemarketing;variabele prijs;grijze stroom;29-1-2003;1-1-2012;niet verlengd;Midden;Paar met kinderen;Voor 1899;Lage flat;tussen modaal en 2 keer modaal;Midden
23014;12;1132;0;2106;2448;Y;Online;vaste prijs;grijze stroom;9-1-2003;23-6-2006;niet verlengd;Hoog;Paar zonder kinderen;1900 tot 1939;Hoge flat;tussen modaal en 2 keer modaal keer modaal of meer;Midden
23068;36;1141;0;1991;2030;Y;Online;variabele prijs;grijze stroom;12-1-2003;7-5-2012;niet verlengd;Hoog;Paar met kinderen;Voor 1899;Maisonette;Onbekend;Hoog
23073;12;0;0;1165;0;Y;Prijsvergelijker;vaste prijs;grijze stroom;18-10-2003;3-11-2003;verlengd;Midden;Alleenstaand;na 2000;Grachtenpand;modaal;Laag
23079;12;0;4986;0;0;Y;Prijsvergelijker;variabele prijs;grijze stroom;12-1-2003;15-3-2006;niet verlengd;Midden;Paar zonder kinderen;1970 tot 1989;Rijtjeshuis;tussen modaal en 2 keer modaal;Laag
23113;36;1741;0;1372;2129;Y;Prijsvergelijker;vaste prijs;grijze stroom;16-1-2003;15-12-2010;niet verlengd;Laag;Paar met kinderen;Voor 1899;Vrijstaand;tussen modaal en 2 keer modaal;Hoog
23142;12;0;4365;0;0;Y;Prijsvergelijker;vaste prijs;groene stroom;16-1-2003;16-1-2011;niet verlengd;Hoog;Paar met kinderen;Voor 1899;Grachtenpand;modaal;Laag
23159;12;0;0;1096;1214;Y;Prijsvergelijker;vaste prijs;groene stroom;2-2-2003;2-2-2011;niet verlengd;Midden;Paar met kinderen;Voor 1899;Vrijstaand;tussen modaal en 2 keer modaal;Laag
23166;36;5811;0;4151;4784;Y;Prijsvergelijker;vaste prijs;grijze stroom;16-1-2003;15-12-2010;niet verlengd;Hoog;Paar met kinderen;Voor 1899;Vrijstaand;Onbekend;Midden
23225;36;771;0;793;723;Y;Telemarketing;variabele prijs;grijze stroom;18-1-2003;10-4-2012;niet verlengd;Midden;Paar met kinderen;Voor 1899;Rijtjeshuis;tussen modaal en 2 keer modaal;Hoog
23242;12;0;0;3780;0;Y;Door 2 Door;vaste prijs;grijze stroom;18-1-2003;15-10-2004;niet verlengd;Midden;Paar met kinderen;1970 tot 1989;Rijtjeshuis;Onbekend;Midden
23254;36;976;3804;0;0;Y;Inbound;variabele prijs;grijze stroom;19-1-2003;1-1-2012;niet verlengd;Midden;Paar met kinderen;Voor 1899;Rijtjeshuis;modaal;Midden
23284;36;1739;0;3623;0;Y;Online;variabele prijs;grijze stroom;21-1-2003;1-1-2012;niet verlengd;Hoog;Paar met kinderen;Voor 1899;Vrijstaand;tussen modaal en 2 keer modaal;Laag
23350;12;0;2920;1252;1567;Y;Inbound;vaste prijs;groene stroom;24-1-2003;1-8-2005;niet verlengd;Hoog;Alleenstaand;1940 tot 1969;Vrijstaand;Onbekend;Hoog
23374;36;1872;0;1859;3883;Y;Telemarketing;variabele prijs;groene stroom;25-1-2003;5-3-2013;niet verlengd;Laag;Paar met kinderen;Voor 1899;Rijtjeshuis;Onbekend;Hoog
23438;12;0;3477;0;0;Y;Prijsvergelijker;vaste prijs;grijze stroom;31-1-2003;24-11-2003;verlengd;Midden;Paar met kinderen;1970 tot 1989;Rijtjeshuis;tussen modaal en 2 keer modaal;Laag
23485;12;0;3825;4469;0;Y;Prijsvergelijker;variabele prijs;grijze stroom;31-1-2003;10-11-2006;niet verlengd;Midden;Paar met kinderen;1900 tot 1939;Twee onder een kap;modaal;Midden
23493;12;3531;0;1610;2216;N;Telemarketing;vaste prijs;groene stroom;3-4-2003;18-9-2010;niet verlengd;Hoog;Paar met kinderen;Voor 1899;Twee onder een kap;Onbekend;Hoog
23495;12;0;0;1032;1987;Y;Prijsvergelijker;vaste prijs;grijze stroom;2-2-2003;22-6-2004;niet verlengd;Midden;Paar met kinderen;1990 tot 1999;Onbekend;tussen modaal en 2 keer modaal;Laag
23559;36;843;3550;0;0;Y;Telemarketing;variabele prijs;grijze stroom;6-2-2003;1-1-2012;niet verlengd;Midden;Paar met kinderen;Voor 1899;Rijtjeshuis;modaal;Hoog
23575;36;1605;12601;0;0;Y;Prijsvergelijker;variabele prijs;grijze stroom;4-7-2003;1-1-2012;niet verlengd;Hoog;Paar met kinderen;1900 tot 1939;Rijtjeshuis;modaal;Midden
23642;12;1458;3233;0;0;N;Telemarketing;vaste prijs;grijze stroom;13-2-2003;14-11-2005;niet verlengd;Hoog;Paar zonder kinderen;1940 tot 1969;Rijtjeshuis;Onbekend;Hoog
23664;36;3283;0;10128;5252;Y;Online;variabele prijs;grijze stroom;12-9-2003;23-3-2012;niet verlengd;Midden;Paar met kinderen;Voor 1899;Rijtjeshuis;modaal;Laag
23673;12;0;11577;0;0;Y;Online;vaste prijs;grijze stroom;17-2-2003;16-11-2004;niet verlengd;Midden;Alleenstaand;1970 tot 1989;Rijtjeshuis;modaal;Hoog
23679;99;2006;0;2250;3005;Y;Speciale sales acties;vaste prijs;grijze stroom;17-4-2003;1-10-2008;verlengd;Midden;Paar met kinderen;Voor 1899;Rijtjeshuis;Onbekend;Hoog
23685;12;27;0;1365;3005;Y;Telemarketing;vaste prijs;grijze stroom;17-4-2003;25-12-2008;niet verlengd;Midden;Paar met kinderen;Voor 1899;Hoge flat;modaal;Hoog
23705;36;2213;2949;0;0;Y;Telemarketing;variabele prijs;grijze stroom;21-2-2003;1-1-2012;niet verlengd;Midden;Paar met kinderen;Voor 1899;Twee onder een kap;modaal;Midden
23721;12;1633;0;2461;4015;N;Online;vaste prijs;grijze stroom;3-4-2003;3-3-2008;niet verlengd;Laag;Paar met kinderen;Voor 1899;Twee onder een kap;tussen modaal en 2 keer modaal keer modaal of meer;Hoog
23732;36;1456;0;5403;0;Y;Inbound;variabele prijs;grijze stroom;21-2-2003;24-7-2012;niet verlengd;Hoog;Paar met kinderen;Voor 1899;Rijtjeshuis;Onbekend;Hoog
23745;12;0;5191;0;0;Y;Online;vaste prijs;grijze stroom;22-2-2003;1-1-2004;verlengd;Midden;Alleenstaand;1970 tot 1989;Twee onder een kap;modaal;Midden
23797;12;3235;0;5593;6130;Y;Online;vaste prijs;grijze stroom;22-2-2003;1-3-2006;niet verlengd;Laag;Paar zonder kinderen;1940 tot 1969;Vrijstaand;modaal;Laag
23809;12;2604;8577;0;0;Y;Prijsvergelijker;vaste prijs;grijze stroom;23-2-2003;20-5-2011;niet verlengd;Midden;Paar met kinderen;Voor 1899;Rijtjeshuis;modaal;Hoog
23847;12;0;3664;0;0;Y;Prijsvergelijker;vaste prijs;grijze stroom;17-4-2003;11-9-2004;niet verlengd;Midden;Paar zonder kinderen;1970 tot 1989;Rijtjeshuis;modaal;Laag
23849;36;1333;4929;0;0;N;Prijsvergelijker;variabele prijs;grijze stroom;1-9-2003;1-1-2012;niet verlengd;Midden;Paar met kinderen;Voor 1899;Rijtjeshuis;tussen modaal en 2 keer modaal;Midden
23872;36;1252;0;2224;2225;Y;Prijsvergelijker;variabele prijs;grijze stroom;23-2-2003;1-1-2012;niet verlengd;Laag;Paar met kinderen;Voor 1899;Rijtjeshuis;tussen modaal en 2 keer modaal;Laag
23926;12;0;0;2891;2190;Y;Online;vaste prijs;grijze stroom;28-2-2003;16-5-2006;niet verlengd;Midden;Paar met kinderen;1970 tot 1989;Rijtjeshuis;modaal;Laag
23931;36;1970;0;1109;1344;Y;Telemarketing;variabele prijs;grijze stroom;3-4-2003;3-4-2006;niet verlengd;Midden;Paar zonder kinderen;1970 tot 1989;Twee onder een kap;tussen modaal en 2 keer modaal;Midden
23959;12;0;4531;0;0;Y;Prijsvergelijker;vaste prijs;groene stroom;28-2-2003;28-2-2011;niet verlengd;Midden;Paar met kinderen;Voor 1899;Vrijstaand;Onbekend;Hoog
24072;99;1737;0;3108;2835;Y;Online;vaste prijs;grijze stroom;9-3-2003;26-8-2008;verlengd;Hoog;Paar zonder kinderen;1900 tot 1939;Twee onder een kap;tussen modaal en 2 keer modaal keer modaal of meer;Midden
24081;12;0;0;487;1266;Y;Inbound;vaste prijs;grijze stroom;24-2-2003;23-6-2003;verlengd;Hoog;Alleenstaand;1990 tot 1999;Lage flat;Onbekend;Laag
24086;99;0;0;1656;2329;Y;Prijsvergelijker;vaste prijs;grijze stroom;24-2-2003;24-5-2017;verlengd;Midden;Paar met kinderen;Voor 1899;Maisonette;Onbekend;Midden
24110;36;2635;0;5711;2261;Y;Online;vaste prijs;grijze stroom;24-2-2003;24-10-2008;niet verlengd;Midden;Paar met kinderen;Voor 1899;Lage flat;modaal;Midden
24136;99;1047;3572;0;0;Y;Telemarketing;vaste prijs;grijze stroom;24-2-2003;17-5-2017;verlengd;Hoog;Paar met kinderen;Voor 1899;Twee onder een kap;Onbekend;Laag
24154;36;1914;0;3669;4424;Y;Speciale sales acties;variabele prijs;grijze stroom;27-2-2003;6-7-2012;niet verlengd;Laag;Paar zonder kinderen; ; ; ;Hoog
24166;36;2558;0;2078;2525;Y;Door 2 Door;variabele prijs;groene stroom;10-3-2003;15-5-2009;niet verlengd;Midden;Paar met kinderen;Voor 1899;Twee onder een kap;modaal;Hoog
24213;99;1318;3143;0;0;Y;Telemarketing;vaste prijs;grijze stroom;27-2-2003;1-9-2017;verlengd;Midden;Paar met kinderen;Voor 1899;Rijtjeshuis;modaal;Laag
24228;12;1142;4204;0;0;Y;Online;vaste prijs;groene stroom;27-2-2003;27-2-2011;niet verlengd;Midden;Paar met kinderen;Voor 1899;Lage flat;tussen modaal en 2 keer modaal;Midden
24250;36;1982;0;1784;1724;Y;Prijsvergelijker;variabele prijs;grijze stroom;7-3-2003;1-1-2012;niet verlengd;Hoog;Paar met kinderen;Voor 1899;Rijtjeshuis;tussen modaal en 2 keer modaal;Laag
24269;36;968;0;1783;2640;Y;Online;variabele prijs;grijze stroom;7-3-2003;7-9-2009;niet verlengd;Hoog;Paar met kinderen;Voor 1899;Rijtjeshuis;Onbekend;Laag
24294;12;0;0;1751;0;Y;Prijsvergelijker;vaste prijs;groene stroom;27-2-2003;27-2-2011;niet verlengd;Midden;Paar met kinderen;Voor 1899;Rijtjeshuis;modaal;Hoog
24330;36;1762;0;3857;0;N;Telemarketing;variabele prijs;grijze stroom;27-2-2003;1-1-2012;niet verlengd;Midden;Paar met kinderen;Voor 1899;Twee onder een kap;modaal;Midden
24335;12;0;0;1323;3197;Y;Online;variabele prijs;grijze stroom;27-2-2003;9-10-2004;niet verlengd;Midden;Paar met kinderen;1970 tot 1989;Twee onder een kap;Onbekend;Hoog
24342;36;4612;0;3820;7113;Y;Telemarketing;variabele prijs;grijze stroom;27-2-2003;14-7-2012;niet verlengd;Midden;Paar met kinderen;Voor 1899;Twee onder een kap;tussen modaal en 2 keer modaal;Laag
24354;12;0;0;2046;2412;Y;Online;vaste prijs;grijze stroom;5-5-2003;5-5-2004;niet verlengd;Hoog;Paar met kinderen;Onbekend;VrijstaandOnbekend;Onbekend;Hoog
24365;12;0;2739;1755;2315;Y;Prijsvergelijker;vaste prijs;grijze stroom;12-3-2003;12-3-2006;niet verlengd;Laag;Alleenstaand;1970 tot 1989;Rijtjeshuis;tussen modaal en minimum;Hoog
24374;12;1847;1935;0;0;Y;Online;vaste prijs;groene stroom;12-6-2003;12-6-2011;niet verlengd;Hoog;Paar met kinderen;1900 tot 1939;Rijtjeshuis;tussen modaal en 2 keer modaal;Hoog
24403;99;0;0;3872;0;Y;Prijsvergelijker;vaste prijs;grijze stroom;2-3-2003;2-6-2017;verlengd;Midden;Paar met kinderen;Voor 1899;Twee onder een kap;modaal;Midden
24404;12;0;0;2647;3059;Y;Inbound;variabele prijs;grijze stroom;2-3-2003;2-3-2007;niet verlengd;Midden;Paar met kinderen;Voor 1899;Rijtjeshuis;Onbekend;Laag
24430;12;216;841;0;0;Y;Telemarketing;vaste prijs;grijze stroom;3-3-2003;25-8-2005;niet verlengd;Laag;Alleenstaand;1940 tot 1969;Studenten en flats;minimum;Hoog
24440;12;2097;0;5519;3125;N;Online;vaste prijs;grijze stroom;3-3-2003;23-5-2005;niet verlengd;Midden;Paar met kinderen;1970 tot 1989;Twee onder een kap;modaal;Midden
24490;12;1866;0;3170;0;Y;Online;vaste prijs;grijze stroom;6-3-2003;3-4-2008;niet verlengd;Laag;Paar met kinderen;Voor 1899;Lage flat;tussen modaal en minimum;Midden
24517;12;0;0;5148;0;Y;Online;vaste prijs;grijze stroom;6-3-2003;7-4-2008;niet verlengd;Midden;Paar zonder kinderen;Voor 1899;Rijtjeshuis;tussen modaal en 2 keer modaal keer modaal of meer;Midden
24606;36;3417;0;1193;1630;Y;Telemarketing;variabele prijs;grijze stroom;8-3-2003;1-1-2012;niet verlengd;Midden;Paar met kinderen;Voor 1899;Maisonette;tussen modaal en 2 keer modaal;Midden
24647;36;2654;0;2717;3552;Y;Prijsvergelijker;variabele prijs;grijze stroom;8-3-2003;1-1-2012;niet verlengd;Hoog;Paar met kinderen;Voor 1899;Twee onder een kap;tussen modaal en 2 keer modaal keer modaal of meer;Hoog
24732;99;2062;0;6072;0;Y;Telemarketing;vaste prijs;grijze stroom;10-3-2003;17-5-2017;verlengd;Midden;Paar met kinderen;Voor 1899;Maisonette;tussen modaal en 2 keer modaal;Laag
24773;12;1950;4369;0;0;Y;Speciale sales acties;vaste prijs;grijze stroom;13-3-2003;2-11-2009;niet verlengd;Hoog;Paar met kinderen;1900 tot 1939;Vrijstaand;Onbekend;Midden
24793;24;3511;5492;0;0;Y;Prijsvergelijker;vaste prijs;grijze stroom;13-3-2003;1-7-2005;niet verlengd;Laag;Paar zonder kinderen;1940 tot 1969;Twee onder een kap;modaal;Hoog
24829;99;2382;4419;0;0;Y;Prijsvergelijker;vaste prijs;grijze stroom;13-3-2003;13-6-2018;verlengd;Laag;Paar met kinderen;Voor 1899;Maisonette;tussen modaal en minimum;Hoog
24856;36;2366;0;6586;2809;Y;Telemarketing;vaste prijs;grijze stroom;14-3-2003;23-5-2011;niet verlengd;Hoog;Paar met kinderen;Voor 1899;Vrijstaand;Onbekend;Midden
24870;12;0;4028;0;0;Y;Online;vaste prijs;grijze stroom;15-3-2003;3-4-2005;niet verlengd;Hoog;Alleenstaand;Onbekend;Zelfstandige bejaarde;Onbekend;Midden
24872;36;1730;0;3629;4010;Y;Online;vaste prijs;grijze stroom;15-3-2003;21-10-2010;niet verlengd;Midden;Paar met kinderen;Voor 1899;Rijtjeshuis;tussen modaal en 2 keer modaal;Laag
25392;99;1292;0;1670;1542;Y;Telemarketing;vaste prijs;grijze stroom;20-3-2003;17-5-2017;verlengd;Midden;Paar met kinderen;Voor 1899;Rijtjeshuis;tussen modaal en 2 keer modaal;Midden
25404;99;0;0;3420;2590;Y;Online;vaste prijs;grijze stroom;20-3-2003;4-7-2017;verlengd;Hoog;Paar met kinderen;Voor 1899;Rijtjeshuis;tussen modaal en 2 keer modaal;Hoog
25441;12;1390;0;1982;1902;Y;Online;variabele prijs;grijze stroom;20-3-2003;22-12-2005;niet verlengd;Midden;Paar met kinderen;1970 tot 1989;Rijtjeshuis;tussen modaal en 2 keer modaal;Laag
25476;12;0;0;1750;1609;Y;Door 2 Door;vaste prijs;grijze stroom;20-3-2003;19-8-2003;verlengd;Midden;Alleenstaand;1990 tot 1999;Rijtjeshuis;Onbekend;Laag
25479;24;1898;0;2063;1828;Y;Online;vaste prijs;groene stroom;20-3-2003;20-3-2011;niet verlengd;Midden;Paar met kinderen;Voor 1899;Vrijstaand;Onbekend;Laag
25546;36;1611;2808;0;0;Y;Prijsvergelijker;variabele prijs;grijze stroom;20-3-2003;1-1-2012;niet verlengd;Midden;Paar met kinderen;Voor 1899;Twee onder een kap;Onbekend;Midden
25559;12;0;0;2212;831;N;Prijsvergelijker;vaste prijs;groene stroom;20-3-2003;20-3-2011;niet verlengd;Hoog;Paar met kinderen;Voor 1899;Twee onder een kap;Onbekend;Hoog
25619;36;1244;1117;0;0;Y;Inbound;variabele prijs;grijze stroom;20-3-2003;1-1-2012;niet verlengd;Midden;Paar met kinderen;Voor 1899;Rijtjeshuis;modaal;Laag
25647;12;0;0;3000;0;Y;Online;vaste prijs;grijze stroom;20-3-2003;27-5-2004;niet verlengd;Midden;Paar zonder kinderen;1900 tot 1939;Rijtjeshuis;tussen modaal en 2 keer modaal;Laag
25650;36;1144;0;1938;1567;Y;Speciale sales acties;variabele prijs;grijze stroom;18-10-2003;1-1-2012;niet verlengd;Hoog;Paar met kinderen;1900 tot 1939;Rijtjeshuis;Onbekend;Laag
25653;99;0;0;5343;2676;Y;Door 2 Door;vaste prijs;grijze stroom;20-3-2003;23-3-2004;verlengd;Midden;Paar met kinderen;1970 tot 1989;Lage flat;Onbekend;Hoog
25674;36;1488;1454;0;0;Y;Telemarketing;vaste prijs;grijze stroom;21-3-2003;8-12-2008;niet verlengd;Hoog;Paar met kinderen;Voor 1899;Grachtenpand;tussen modaal en 2 keer modaal;Hoog
25715;12;2929;0;3355;4548;Y;Prijsvergelijker;vaste prijs;groene stroom;21-3-2003;5-1-2004;niet verlengd;Hoog;Paar zonder kinderen;1970 tot 1989;Vrijstaand;modaal;Midden
25821;99;4018;10100;0;0;Y;Telemarketing;vaste prijs;grijze stroom;22-3-2003;1-9-2017;verlengd;Laag;Paar met kinderen;Voor 1899;VrijstaandOnbekend;modaal;Hoog
25827;12;1151;0;1943;3368;Y;Telemarketing;vaste prijs;grijze stroom;22-3-2003;1-6-2007;niet verlengd;Hoog;Paar zonder kinderen;Voor 1899;Rijtjeshuis;tussen modaal en minimum;Laag
25879;36;2444;0;3323;3681;Y;Telemarketing;variabele prijs;grijze stroom;23-3-2003;19-7-2012;niet verlengd;Hoog;Paar met kinderen;Voor 1899;Twee onder een kap;tussen modaal en 2 keer modaal keer modaal of meer;Midden
25882;12;2100;6229;0;0;Y;Telemarketing;vaste prijs;grijze stroom;4-5-2003;2-3-2006;niet verlengd;Hoog;Paar zonder kinderen;1940 tot 1969;Rijtjeshuis;Onbekend;Midden
25893;99;0;11683;0;0;Y;Prijsvergelijker;vaste prijs;grijze stroom;23-3-2003;23-6-2017;verlengd;Midden;Paar met kinderen;Voor 1899;VrijstaandOnbekend;tussen modaal en 2 keer modaal;Laag
25901;12;0;0;1895;2519;Y;Online;vaste prijs;grijze stroom;23-3-2003;1-5-2003;verlengd;Midden;Alleenstaand;na 2000;Rijtjeshuis;modaal;Hoog
25907;12;1693;0;1599;0;Y;Speciale sales acties;vaste prijs;grijze stroom;24-3-2003;25-4-2008;niet verlengd;Laag;Paar met kinderen;1900 tot 1939;Maisonette;Onbekend;Laag
25911;99;2781;1925;0;0;Y;Prijsvergelijker;vaste prijs;grijze stroom;24-3-2003;1-9-2017;verlengd;Midden;Paar met kinderen;Voor 1899;Vrijstaand;tussen modaal en minimum;Midden
25953;99;0;4584;1091;1861;Y;Prijsvergelijker;vaste prijs;grijze stroom;24-3-2003;24-6-2017;verlengd;Laag;Paar met kinderen;Voor 1899;Twee onder een kap;modaal;Hoog
25958;36;2501;0;3355;3259;Y;Prijsvergelijker;variabele prijs;grijze stroom;2-5-2003;16-4-2012;niet verlengd;Laag;Paar met kinderen;1900 tot 1939;Twee onder een kap;minimum;Hoog
25980;24;1803;6138;0;0;Y;Inbound;variabele prijs;grijze stroom;18-10-2003;19-10-2006;niet verlengd;Laag;Paar met kinderen;1970 tot 1989;Rijtjeshuis;Onbekend;Laag
26023;99;2037;0;3967;4095;Y;Telemarketing;vaste prijs;grijze stroom;24-4-2003;12-10-2009;verlengd;Hoog;Paar met kinderen;Voor 1899;Rijtjeshuis;tussen modaal en 2 keer modaal keer modaal of meer;Laag
26057;36;1748;0;356;4190;Y;Inbound;variabele prijs;grijze stroom;27-3-2003;5-7-2013;niet verlengd;Laag;Paar met kinderen;Voor 1899;Rijtjeshuis;tussen modaal en 2 keer modaal;Laag
26059;12;1677;0;3503;3717;Y;Telemarketing;vaste prijs;grijze stroom;6-4-2003;1-3-2010;niet verlengd;Midden;Paar met kinderen;Voor 1899;Etage;modaal;Hoog
26077;99;1467;4562;0;0;N;Telemarketing;vaste prijs;grijze stroom;27-3-2003;17-5-2017;verlengd;Hoog;Paar met kinderen;Voor 1899;Rijtjeshuis;modaal;Midden
26097;12;0;0;991;1270;Y;Online;vaste prijs;groene stroom;27-3-2003;27-3-2011;niet verlengd;Laag;Paar met kinderen;Voor 1899;Rijtjeshuis;minimum;Laag
26111;36;3890;3757;0;0;Y;Inbound;variabele prijs;grijze stroom;27-3-2003;1-1-2012;niet verlengd;Midden;Paar met kinderen;Voor 1899;Rijtjeshuis;tussen modaal en 2 keer modaal;Hoog
26112;12;0;0;3681;0;Y;Online;vaste prijs;groene stroom;18-10-2003;18-10-2010;niet verlengd;Midden;Paar met kinderen;1900 tot 1939;Lage flat;tussen modaal en 2 keer modaal;Midden
26163;12;3083;0;4401;0;Y;Speciale sales acties;vaste prijs;grijze stroom;28-3-2003;7-2-2007;niet verlengd;Hoog;Paar zonder kinderen;1900 tot 1939;Hoge flat;tussen modaal en 2 keer modaal;Laag
26165;12;1495;0;5064;3843;Y;Prijsvergelijker;variabele prijs;grijze stroom;1-4-2003;1-1-2008;niet verlengd;Hoog;Paar met kinderen;Voor 1899;Twee onder een kap;tussen modaal en 2 keer modaal;Laag
26178;12;2411;2487;0;0;Y;Prijsvergelijker;vaste prijs;grijze stroom;28-3-2003;22-5-2006;niet verlengd;Hoog;Alleenstaand;1970 tot 1989;Vrijstaand;tussen modaal en 2 keer modaal;Hoog
26182;99;2104;0;3308;0;Y;Telemarketing;vaste prijs;grijze stroom;28-3-2003;3-6-2017;verlengd;Hoog;Paar met kinderen;Voor 1899;Twee onder een kap;tussen modaal en 2 keer modaal keer modaal of meer;Hoog
26192;36;4416;0;4161;4464;Y;Prijsvergelijker;variabele prijs;grijze stroom;28-3-2003;1-1-2012;niet verlengd;Midden;Paar met kinderen;Voor 1899;Vrijstaand;Onbekend;Midden
26216;12;0;3400;0;0;Y;Prijsvergelijker;vaste prijs;grijze stroom;29-3-2003;10-11-2005;niet verlengd;Laag;Paar met kinderen;1940 tot 1969;Lage flat;Onbekend;Hoog
26218;24;2756;2218;1064;1059;Y;Speciale sales acties;vaste prijs;grijze stroom;17-4-2003;30-5-2008;niet verlengd;Hoog;Paar met kinderen;1900 tot 1939;Rijtjeshuis;Onbekend;Laag
